date,Temp,Humidity,Light,CO2,HumidityRatio,syn_temp,Wind_speed,HDD,occupancy
2/2/2015 15:20,23.37333,28.445,464,1092.5,0.00506,-0.95,2.01,0.78958,1
2/2/2015 15:21,23.39,28.5,471.5,1103.75,0.00508,-0.95,2.01,0.78958,1
2/2/2015 15:22,23.32333,28.5,475.66667,1104.5,0.00505,-0.95,2.01,0.78958,1
2/2/2015 15:23,23.365,28.5,471.5,1103.5,0.00507,-0.95,2.01,0.78958,1
2/2/2015 15:23,23.29,28.5,467.75,1112,0.00504,-0.95,2.01,0.78958,1
2/2/2015 15:24,23.30667,28.53333,466.5,1105.66667,0.00506,-0.95,2.01,0.78958,1
2/2/2015 15:26,23.29,28.7,464,1104,0.00508,-0.95,2.01,0.78958,1
2/2/2015 15:27,23.29,28.7,467,1117.2,0.00508,-0.95,2.01,0.78958,1
2/2/2015 15:28,23.29,28.675,467.75,1121.25,0.00508,-0.95,2.01,0.78958,1
2/2/2015 15:29,23.29,28.61667,466.5,1115.66667,0.00507,-0.95,2.01,0.78958,1
2/2/2015 15:29,23.29,28.66,459,1120,0.00507,-0.95,2.01,0.78958,1
2/2/2015 15:30,23.29,28.55,464,1123.75,0.00505,-0.76,3.34,0.78167,1
2/2/2015 15:32,23.29,28.6,470,1116,0.00506,-0.76,3.34,0.78167,1
2/2/2015 15:33,23.272,28.6,464,1126.8,0.00506,-0.76,3.34,0.78167,1
2/2/2015 15:34,23.2,28.4175,464,1112.75,0.005,-0.76,3.34,0.78167,1
2/2/2015 15:35,23.23,28.5,449,1104.5,0.00503,-0.76,3.34,0.78167,1
2/2/2015 15:36,23.29,28.5,464,1108,0.00504,-0.76,3.34,0.78167,1
2/2/2015 15:36,23.215,28.63333,462.33333,1127.83333,0.00504,-0.76,3.34,0.78167,1
2/2/2015 15:38,23.2,28.6,469,1128.75,0.00503,-0.76,3.34,0.78167,1
2/2/2015 15:39,23.2,28.65,469,1124.25,0.00504,-0.76,3.34,0.78167,1
2/2/2015 15:40,23.2,28.62,469,1130.4,0.00504,-0.76,3.34,0.78167,1
2/2/2015 15:40,23.2,28.7,464,1138,0.00505,-0.76,3.34,0.78167,1
2/2/2015 15:42,23.2,28.7,456.5,1144,0.00505,-0.76,3.34,0.78167,1
2/2/2015 15:42,23.2,28.718,457,1140,0.00506,-0.76,3.34,0.78167,1
2/2/2015 15:43,23.2,28.79,450.25,1139.25,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:45,23.2,28.79,446,1167.33333,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:46,23.14,28.79,451.6,1159.6,0.00505,-0.76,3.34,0.78167,1
2/2/2015 15:47,23.15,28.89,454.75,1157.75,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:48,23.15,28.89,448,1159.5,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:49,23.18,28.83,444,1156.4,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:49,23.11667,28.945,444,1160,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:51,23.14,28.956,444,1169.8,0.00508,-0.76,3.34,0.78167,1
2/2/2015 15:52,23.1,29,444,1176.16667,0.00507,-0.76,3.34,0.78167,1
2/2/2015 15:53,23.1,29.075,444,1175.25,0.00509,-0.76,3.34,0.78167,1
2/2/2015 15:53,23.1,28.918,444,1166.6,0.00506,-0.76,3.34,0.78167,1
2/2/2015 15:55,23.1,27.925,444,1140.25,0.00488,-1.73,4.99,0.82208,1
2/2/2015 15:55,23.06,27.772,444,1089.2,0.00485,-1.73,4.99,0.82208,1
2/2/2015 15:56,23.02,27.556,435,1042.6,0.0048,-1.73,4.99,0.82208,1
2/2/2015 15:58,23.01,27.81883,432,1051.1,0.00484,-1.73,4.99,0.82208,1
2/2/2015 15:59,23,28.08167,429,1059.6,0.00488,-1.73,4.99,0.82208,1
2/2/2015 16:00,23,27.956,429,1064.6,0.00486,-1.73,4.99,0.82208,1
2/2/2015 16:01,22.98167,27.90833,429,1061.66667,0.00485,-1.73,4.99,0.82208,1
2/2/2015 16:01,23,27.92667,429,1058.33333,0.00486,-1.73,4.99,0.82208,1
2/2/2015 16:02,23,28.018,429,1061.6,0.00487,-1.73,4.99,0.82208,1
2/2/2015 16:04,22.98167,28.06667,429,1070.33333,0.00487,-1.73,4.99,0.82208,1
2/2/2015 16:05,22.945,28.1,429,1074,0.00487,-1.73,4.99,0.82208,1
2/2/2015 16:06,23,28.1,429,1086.25,0.00489,-1.73,4.99,0.82208,1
2/2/2015 16:07,22.956,28.2,429,1089.6,0.00489,-1.73,4.99,0.82208,1
2/2/2015 16:08,22.9725,28.1,429,1085,0.00488,-1.73,4.99,0.82208,1
2/2/2015 16:08,22.945,28.13333,429,1085,0.00488,-1.73,4.99,0.82208,1
2/2/2015 16:09,23,28.2,429,1088,0.0049,-1.73,4.99,0.82208,1
2/2/2015 16:11,22.945,28.2,429,1091.75,0.00489,-1.73,4.99,0.82208,1
2/2/2015 16:12,23,28.13333,429,1091.33333,0.00489,-1.73,4.99,0.82208,1
2/2/2015 16:13,22.912,28.1,429,1088.2,0.00486,-1.73,4.99,0.82208,1
2/2/2015 16:14,22.89,28.1,429,1087.5,0.00485,-1.73,4.99,0.82208,1
2/2/2015 16:14,22.89,27.956,432,1079.2,0.00483,-1.73,4.99,0.82208,1
2/2/2015 16:15,22.865,27.84,432.75,1077.25,0.0048,-1.73,4.99,0.82208,1
2/2/2015 16:17,22.87333,27.68333,439,1064.16667,0.00478,-1.73,4.99,0.82208,1
2/2/2015 16:18,22.87333,27.6,429,1056.4,0.00476,-1.73,4.99,0.82208,1
2/2/2015 16:19,22.89,27.6,432.75,1043.6,0.00477,-2.01,8.14,0.83375,1
2/2/2015 16:20,22.815,27.445,432.75,1039.5,0.00472,-2.01,8.14,0.83375,1
2/2/2015 16:21,22.84,27.37333,436.5,1028.66667,0.00471,-2.01,8.14,0.83375,1
2/2/2015 16:21,22.79,27.365,438,1020.4,0.0047,-2.01,8.14,0.83375,1
2/2/2015 16:23,22.79,27.2,444,1018,0.00467,-2.01,8.14,0.83375,1
2/2/2015 16:24,22.79,27.17143,435.42857,1015.14286,0.00466,-2.01,8.14,0.83375,1
2/2/2015 16:25,22.79,27.06667,434,1006.33333,0.00464,-2.01,8.14,0.83375,1
2/2/2015 16:25,22.79,27.02,432,1002.6,0.00464,-2.01,8.14,0.83375,1
2/2/2015 16:27,22.772,26.934,438,993.2,0.00462,-2.01,8.14,0.83375,1
2/2/2015 16:27,22.76,26.82333,439,983.33333,0.00459,-2.01,8.14,0.83375,1
2/2/2015 16:28,22.7,26.754,432,976.2,0.00457,-2.01,8.14,0.83375,1
2/2/2015 16:30,22.7225,26.7,432.75,980.75,0.00456,-2.01,8.14,0.83375,1
2/2/2015 16:31,22.7,26.68333,434,971.33333,0.00455,-2.01,8.14,0.83375,1
2/2/2015 16:32,22.7,26.53333,444,966.66667,0.00453,-2.01,8.14,0.83375,1
2/2/2015 16:33,22.7,26.46333,444,963,0.00452,-2.01,8.14,0.83375,1
2/2/2015 16:34,22.7,26.445,441.5,952.33333,0.00451,-2.01,8.14,0.83375,1
2/2/2015 16:34,22.7,26.34,444,948,0.00449,-2.01,8.14,0.83375,1
2/2/2015 16:36,22.7,26.26,444,945,0.00448,-2.01,8.14,0.83375,1
2/2/2015 16:37,22.7,26.2,441,941.6,0.00447,-2.01,8.14,0.83375,1
2/2/2015 16:38,22.7,26.16,438,929.8,0.00446,-2.01,8.14,0.83375,1
2/2/2015 16:38,22.7,26.02,441,923.8,0.00444,-2.01,8.14,0.83375,1
2/2/2015 16:40,22.7,26.1,440.25,919,0.00445,-2.01,8.14,0.83375,1
2/2/2015 16:40,22.7,26,439,918.25,0.00444,-2.01,8.14,0.83375,1
2/2/2015 16:41,22.7,25.934,438,919.4,0.00442,-2.01,8.14,0.83375,1
2/2/2015 16:43,22.7,25.92667,439,927.33333,0.00442,-0.18,4.83,0.7575,1
2/2/2015 16:44,22.7,25.815,432.75,920.25,0.0044,-0.18,4.83,0.7575,1
2/2/2015 16:45,22.68,25.772,432,902.4,0.00439,-0.18,4.83,0.7575,1
2/2/2015 16:46,22.64,25.696,429,904.4,0.00437,-0.18,4.83,0.7575,1
2/2/2015 16:46,22.6,25.575,429,897,0.00434,-0.18,4.83,0.7575,1
2/2/2015 16:47,22.66667,25.6,429,892,0.00436,-0.18,4.83,0.7575,1
2/2/2015 16:49,22.6,25.525,433.5,882.5,0.00433,-0.18,4.83,0.7575,1
2/2/2015 16:50,22.62,25.476,436.2,887.2,0.00432,-0.18,4.83,0.7575,1
2/2/2015 16:51,22.625,25.55,442.5,889.25,0.00434,-0.18,4.83,0.7575,1
2/2/2015 16:52,22.6,25.39,443.4,889.2,0.0043,-0.18,4.83,0.7575,1
2/2/2015 16:53,22.65,25.42,438,880.75,0.00432,-0.18,4.83,0.7575,1
2/2/2015 16:53,22.6,25.2675,442.5,868.75,0.00428,-0.18,4.83,0.7575,1
2/2/2015 16:54,22.6,25.218,439.8,861,0.00428,-0.18,4.83,0.7575,1
2/2/2015 16:56,22.6,25.2,439.8,860.6,0.00427,-0.18,4.83,0.7575,1
2/2/2015 16:57,22.6,25.2,435.5,864,0.00427,-0.18,4.83,0.7575,1
2/2/2015 16:58,22.6,25.15,430.75,859,0.00426,-0.18,4.83,0.7575,1
2/2/2015 16:59,22.6,25.14,440.6,854.4,0.00426,-0.18,4.83,0.7575,1
2/2/2015 16:59,22.6,25.15,428.2,847.4,0.00426,-0.18,4.83,0.7575,1
2/2/2015 17:00,22.6,25.04,432.2,837.2,0.00425,-0.18,4.83,0.7575,1
2/2/2015 17:02,22.6,25.05,431.75,834.75,0.00425,-0.18,4.83,0.7575,1
2/2/2015 17:03,22.6,25.06,429.2,832.4,0.00425,-0.18,4.83,0.7575,1
2/2/2015 17:04,22.6,25,433,832,0.00424,-0.18,4.83,0.7575,1
2/2/2015 17:05,22.6,25,433,836.25,0.00424,-0.18,4.83,0.7575,1
2/2/2015 17:06,22.6,25,428.2,832.6,0.00424,-0.18,4.83,0.7575,1
2/2/2015 17:06,22.6,25.025,428.25,821.5,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:08,22.6,25.1,425.4,832.4,0.00426,2.1,5.59,0.6625,1
2/2/2015 17:09,22.6,25.08,429.2,832.4,0.00425,2.1,5.59,0.6625,1
2/2/2015 17:10,22.56,25.02,433,830.75,0.00423,2.1,5.59,0.6625,1
2/2/2015 17:10,22.58,25.08,433,821.5,0.00425,2.1,5.59,0.6625,1
2/2/2015 17:12,22.575,25.075,433,818.25,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:12,22.56,24.912,433,819.8,0.00421,2.1,5.59,0.6625,1
2/2/2015 17:13,22.55,25.2,433,822.5,0.00426,2.1,5.59,0.6625,1
2/2/2015 17:15,22.6,24.9175,433,818,0.00422,2.1,5.59,0.6625,1
2/2/2015 17:16,22.58,25.06,433,812.8,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:17,22.56667,24.90833,433,816.5,0.00421,2.1,5.59,0.6625,1
2/2/2015 17:18,22.525,24.945,433,822.25,0.00421,2.1,5.59,0.6625,1
2/2/2015 17:19,22.54,24.89,433,825,0.0042,2.1,5.59,0.6625,1
2/2/2015 17:19,22.5,24.865,433,816.5,0.00419,2.1,5.59,0.6625,1
2/2/2015 17:21,22.5,24.9175,433,811.5,0.0042,2.1,5.59,0.6625,1
2/2/2015 17:22,22.5,24.91167,433,811,0.0042,2.1,5.59,0.6625,1
2/2/2015 17:23,22.56,24.81,433,812.2,0.0042,2.1,5.59,0.6625,1
2/2/2015 17:23,22.525,24.89,426,814.25,0.0042,2.1,5.59,0.6625,1
2/2/2015 17:25,22.52,24.976,430.2,824,0.00421,2.1,5.59,0.6625,1
2/2/2015 17:25,22.575,25.075,433,834.5,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:26,22.6,25,433,837,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:28,22.6,25.02143,433,841.16667,0.00424,2.1,5.59,0.6625,1
2/2/2015 17:29,22.6,25.04286,433,845.33333,0.00425,2.1,5.59,0.6625,1
2/2/2015 17:30,22.6,25.1,433,854.75,0.00426,2.1,5.59,0.6625,1
2/2/2015 17:31,22.6,25.1,428.33333,850.33333,0.00426,1.23,3.16,0.69875,1
2/2/2015 17:31,22.6,25.08,424.6,845.4,0.00425,1.23,3.16,0.69875,1
2/2/2015 17:32,22.6,25.16667,433,854.33333,0.00427,1.23,3.16,0.69875,1
2/2/2015 17:34,22.6,25.06667,428.33333,849.33333,0.00425,1.23,3.16,0.69875,0
2/2/2015 17:35,22.6,25.2,422.5,853,0.00427,1.23,3.16,0.69875,0
2/2/2015 17:36,22.6,25.2,423.66667,853,0.00427,1.23,3.16,0.69875,0
2/2/2015 17:37,22.54,25.16,424.6,852,0.00425,1.23,3.16,0.69875,0
2/2/2015 17:38,22.54,25.16,427.4,853.6,0.00425,1.23,3.16,0.69875,0
2/2/2015 17:38,22.54,25.14,421.8,845.6,0.00425,1.23,3.16,0.69875,0
2/2/2015 17:39,22.525,25.1,426,834.25,0.00424,1.23,3.16,0.69875,0
2/2/2015 17:41,22.5,25.04,421.8,826.4,0.00422,1.23,3.16,0.69875,0
2/2/2015 17:42,22.5,25,419,819.6,0.00421,1.23,3.16,0.69875,0
2/2/2015 17:43,22.5,25,419,829.6,0.00421,1.23,3.16,0.69875,0
2/2/2015 17:44,22.5,25,419,824,0.00421,1.23,3.16,0.69875,0
2/2/2015 17:44,22.5,24.912,419,814.2,0.0042,1.23,3.16,0.69875,0
2/2/2015 17:45,22.5,24.89,419,813.5,0.00419,1.23,3.16,0.69875,0
2/2/2015 17:47,22.5,24.89,419,813.8,0.00419,1.23,3.16,0.69875,0
2/2/2015 17:48,22.5,24.89,419,811,0.00419,1.23,3.16,0.69875,0
2/2/2015 17:49,22.478,24.87,419,804.6,0.00418,1.23,3.16,0.69875,0
2/2/2015 17:50,22.456,24.83,419,807.8,0.00417,1.23,3.16,0.69875,0
2/2/2015 17:51,22.5,24.85667,419,802.33333,0.00419,1.23,3.16,0.69875,0
2/2/2015 17:51,22.4175,24.7475,419,796.75,0.00415,1.23,3.16,0.69875,0
2/2/2015 17:53,22.456,24.81,419,794.4,0.00417,1.23,3.16,0.69875,0
2/2/2015 17:54,22.39,24.7,419,790.6,0.00413,1.23,3.16,0.69875,0
2/2/2015 17:55,22.4175,24.7225,419,789.75,0.00414,2,2.33,0.66667,0
2/2/2015 17:55,22.39,24.7,419,782.2,0.00413,2,2.33,0.66667,0
2/2/2015 17:57,22.39,24.7225,419,772.25,0.00414,2,2.33,0.66667,1
2/2/2015 17:57,22.39,24.71708,419,772.925,0.00414,2,2.33,0.66667,1
2/2/2015 17:58,22.39,24.71167,419,773.6,0.00414,2,2.33,0.66667,1
2/2/2015 18:00,22.39,24.625,419,773.75,0.00412,2,2.33,0.66667,1
2/2/2015 18:01,22.39,24.754,416.2,771.8,0.00414,2,2.33,0.66667,1
2/2/2015 18:02,22.39,24.912,418.6,782.8,0.00417,2,2.33,0.66667,1
2/2/2015 18:03,22.39,25.245,415,796.5,0.00423,2,2.33,0.66667,1
2/2/2015 18:04,22.39,25.0925,310.25,809,0.0042,2,2.33,0.66667,1
2/2/2015 18:04,22.39,25,0,805.5,0.00418,2,2.33,0.66667,0
2/2/2015 18:06,22.35,24.978,0,791.4,0.00417,2,2.33,0.66667,0
2/2/2015 18:07,22.32333,25,0,779.33333,0.00417,2,2.33,0.66667,0
2/2/2015 18:08,22.365,24.9725,0,780.75,0.00417,2,2.33,0.66667,0
2/2/2015 18:08,22.315,24.89,0,781.75,0.00415,2,2.33,0.66667,0
2/2/2015 18:10,22.29,24.9175,0,781,0.00414,2,2.33,0.66667,0
2/2/2015 18:10,22.29,24.912,0,778.4,0.00414,2,2.33,0.66667,0
2/2/2015 18:11,22.26,24.85667,0,769.33333,0.00413,2,2.33,0.66667,0
2/2/2015 18:13,22.254,24.85,0,766.5,0.00412,2,2.33,0.66667,0
2/2/2015 18:14,22.23,24.79333,0,763.25,0.00411,2,2.33,0.66667,0
2/2/2015 18:15,22.26,24.82333,0,762.33333,0.00412,2,2.33,0.66667,0
2/2/2015 18:16,22.2,24.79,0,761.5,0.0041,2,2.33,0.66667,0
2/2/2015 18:16,22.2,24.79,0,761,0.0041,2,2.33,0.66667,0
2/2/2015 18:17,22.2,24.736,0,757,0.00409,2,2.33,0.66667,0
2/2/2015 18:19,22.2,24.79,0,752.33333,0.0041,1.53,2.87,0.68625,0
2/2/2015 18:20,22.13333,24.7,0,748.66667,0.00407,1.53,2.87,0.68625,0
2/2/2015 18:21,22.1,24.7,0,746.25,0.00406,1.53,2.87,0.68625,0
2/2/2015 18:22,22.15,24.7225,0,745.25,0.00408,1.53,2.87,0.68625,0
2/2/2015 18:23,22.1,24.7,0,740.66667,0.00406,1.53,2.87,0.68625,0
2/2/2015 18:23,22.1,24.7,0,738,0.00406,1.53,2.87,0.68625,0
2/2/2015 18:24,22.13333,24.7,0,732.66667,0.00407,1.53,2.87,0.68625,0
2/2/2015 18:26,22.1,24.7,0,727,0.00406,1.53,2.87,0.68625,0
2/2/2015 18:27,22.1,24.675,0,716,0.00406,1.53,2.87,0.68625,0
2/2/2015 18:28,22.06667,24.66667,0,723.25,0.00405,1.53,2.87,0.68625,0
2/2/2015 18:29,22.06667,24.66667,0,718.33333,0.00405,1.53,2.87,0.68625,0
2/2/2015 18:29,22,24.58,0,716.6,0.00402,1.53,2.87,0.68625,0
2/2/2015 18:30,21.978,24.6,0,714,0.00401,1.53,2.87,0.68625,0
2/2/2015 18:32,21.978,24.56,0,714.2,0.00401,1.53,2.87,0.68625,0
2/2/2015 18:33,21.945,24.6,0,715,0.00401,1.53,2.87,0.68625,0
2/2/2015 18:34,21.92667,24.5,0,706.66667,0.00399,1.53,2.87,0.68625,0
2/2/2015 18:35,21.89,24.5,0,706,0.00398,1.53,2.87,0.68625,0
2/2/2015 18:36,21.89,24.525,0,698.75,0.00398,1.53,2.87,0.68625,0
2/2/2015 18:36,21.89,24.5,0,692.5,0.00398,1.53,2.87,0.68625,0
2/2/2015 18:38,21.89,24.5,0,694.75,0.00398,1.53,2.87,0.68625,0
2/2/2015 18:39,21.815,24.4175,0,697.25,0.00394,1.53,2.87,0.68625,0
2/2/2015 18:40,21.82333,24.46333,0,692,0.00395,1.53,2.87,0.68625,0
2/2/2015 18:40,21.79,24.39,0,691,0.00393,1.53,2.87,0.68625,0
2/2/2015 18:42,21.79,24.39,0,689.75,0.00393,1.53,2.87,0.68625,0
2/2/2015 18:42,21.79,24.39,0,689,0.00393,1.4,3.34,0.69167,0
2/2/2015 18:43,21.7675,24.39,0,687,0.00393,1.4,3.34,0.69167,0
2/2/2015 18:45,21.7675,24.365,0,679.75,0.00392,1.4,3.34,0.69167,0
2/2/2015 18:46,21.754,24.35,0,668.4,0.00392,1.4,3.34,0.69167,0
2/2/2015 18:47,21.7,24.29,0,665.66667,0.0039,1.4,3.34,0.69167,0
2/2/2015 18:48,21.7,24.29,0,664.75,0.0039,1.4,3.34,0.69167,0
2/2/2015 18:49,21.7,24.29,0,668,0.0039,1.4,3.34,0.69167,0
2/2/2015 18:49,21.7,24.29,0,661.25,0.0039,1.4,3.34,0.69167,0
2/2/2015 18:51,21.64,24.236,0,658.2,0.00387,1.4,3.34,0.69167,0
2/2/2015 18:52,21.6,24.2,0,656,0.00386,1.4,3.34,0.69167,0
2/2/2015 18:53,21.6,24.2,0,654.8,0.00386,1.4,3.34,0.69167,0
2/2/2015 18:53,21.6,24.2225,0,653.75,0.00386,1.4,3.34,0.69167,0
2/2/2015 18:55,21.5,24.26,0,650.33333,0.00384,1.4,3.34,0.69167,0
2/2/2015 18:55,21.5,24.2,0,650.75,0.00383,1.4,3.34,0.69167,0
2/2/2015 18:56,21.55,24.2,0,648.25,0.00385,1.4,3.34,0.69167,0
2/2/2015 18:58,21.5,24.2,0,640.33333,0.00383,1.4,3.34,0.69167,0
2/2/2015 18:59,21.5,24.2,0,638,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:00,21.5,24.2,0,636.25,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:01,21.5,24.2,0,636.33333,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:01,21.5,24.15,0,635.75,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:02,21.5,24.175,0,635.5,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:04,21.5,24.125,0,627.5,0.00382,1.4,3.34,0.69167,0
2/2/2015 19:05,21.5,24.15,0,626.25,0.00383,1.4,3.34,0.69167,0
2/2/2015 19:06,21.5,24.125,0,621.5,0.00382,1.4,3.34,0.69167,0
2/2/2015 19:07,21.5,24.1,0,621.75,0.00382,4.48,7.29,0.56333,0
2/2/2015 19:08,21.5,24.1,0,620.66667,0.00382,4.48,7.29,0.56333,0
2/2/2015 19:08,21.5,24.1,0,617,0.00382,4.48,7.29,0.56333,0
2/2/2015 19:09,21.5,24.1,0,612.75,0.00382,4.48,7.29,0.56333,0
2/2/2015 19:11,21.4725,24.075,0,614.5,0.00381,4.48,7.29,0.56333,0
2/2/2015 19:12,21.39,24,0,617.33333,0.00378,4.48,7.29,0.56333,0
2/2/2015 19:13,21.42667,23.92667,0,614.25,0.00377,4.48,7.29,0.56333,0
2/2/2015 19:14,21.39,23.9725,0,610.75,0.00377,4.48,7.29,0.56333,0
2/2/2015 19:14,21.39,23.9175,0,603,0.00376,4.48,7.29,0.56333,0
2/2/2015 19:15,21.39,23.945,0,603.5,0.00377,4.48,7.29,0.56333,0
2/2/2015 19:17,21.365,23.89,0,602,0.00375,4.48,7.29,0.56333,0
2/2/2015 19:18,21.32333,24,0,605.66667,0.00376,4.48,7.29,0.56333,0
2/2/2015 19:19,21.34,23.9725,0,604.5,0.00376,4.48,7.29,0.56333,0
2/2/2015 19:20,21.315,23.9725,0,599,0.00375,4.48,7.29,0.56333,0
